Listed Month,Price % change 1d,Price % change 30d,Average BTC Price
2024-04,-11.24481492770715,70.95829412778141,66404.0
2024-05,7.950628139491476,89.88939938941468,65105.0
2024-06,-6.771610469778465,56.624464215456605,66051.125
2024-07,3.1449077644090577,-63.19970539175485,62719.28571428572
2024-08,-16.298072022379753,-63.49469676142777,60626.125
2024-09,-9.031149410686892,26.055418853983596,60462.0
2024-10,13.54630410086368,846.0563411802822,65054.42857142857
2024-11,34.89632678935971,532.2278040317816,85171.75
2024-12,-27.161022622610993,,98456.0
